tag	layer	block	head	tile_a_row	tile_a_col	tile_b_row	tile_b_col	target	pe_row	pe_col	bit	cell
534	0	1	4	9	20	20	82	0	1	0	2	184
535	0	1	0	1	12	12	124	1	6	7	4	52
536	0	3	5	11	14	14	18	0	7	1	7	822
537	0	6	2	20	3	3	142	7	0	4	0	753
538	0	1	0	2	19	19	55	6	3	6	0	199
539	0	11	4	16	42	42	45	6	6	1	0	692
540	0	2	1	14	44	44	109	0	6	5	2	548
541	0	5	2	19	28	28	80	6	6	6	0	625
542	0	8	5	7	36	36	54	5	4	5	0	460
543	0	9	0	12	0	0	8	4	2	4	0	309
544	0	4	4	7	13	13	5	7	2	1	0	473
545	0	9	1	11	9	9	67	4	3	4	19	96
546	0	1	5	18	25	25	55	7	5	7	0	501
547	0	10	2	22	44	44	24	6	0	6	0	800
548	0	1	1	1	21	21	111	5	0	6	0	314
549	0	2	2	16	2	2	138	6	3	2	0	691
550	0	3	3	23	25	25	129	0	4	6	2	137
551	0	6	2	10	5	5	12	6	1	6	0	794
552	0	3	3	22	8	8	123	6	6	3	0	250
553	0	9	0	2	17	17	82	7	1	6	0	376
554	0	10	0	11	12	12	88	6	4	2	0	633
555	0	3	1	14	39	39	112	0	5	2	1	117
556	0	0	2	23	3	3	37	4	1	4	28	484
557	0	3	4	0	21	21	137	1	4	7	2	713
558	0	10	4	22	42	42	96	6	0	4	0	63
559	0	7	5	9	12	12	69	0	0	1	6	678
560	0	0	2	8	42	42	92	0	6	3	6	522
561	0	8	0	22	6	6	124	6	2	3	0	576
562	0	4	2	22	1	1	63	6	7	6	0	20
563	0	4	1	11	43	43	90	7	4	0	0	398
564	0	5	3	0	35	35	57	1	2	1	6	535
565	0	3	4	21	39	39	58	5	2	6	0	621
566	0	10	1	10	28	28	33	1	3	2	4	707
567	0	10	4	22	33	33	110	1	2	5	1	572
568	0	2	5	17	46	46	47	4	0	5	26	423
569	0	3	0	9	28	28	70	1	2	2	0	782
570	0	3	1	19	39	39	59	6	0	5	0	706
571	0	7	5	24	30	30	128	6	5	2	0	505
572	0	0	3	15	8	8	49	1	0	4	6	229
573	0	2	3	23	42	42	52	0	7	5	7	254
574	0	5	3	13	25	25	97	7	0	1	0	469
575	0	11	0	1	15	15	137	5	6	0	0	300
576	0	2	3	14	25	25	73	5	4	0	0	476
577	0	2	4	20	28	28	128	0	2	6	6	333
578	0	11	1	14	1	1	116	6	7	1	0	333
579	0	11	0	22	41	41	41	7	1	1	0	651
580	0	8	4	11	5	5	98	7	2	6	0	46
581	0	2	1	24	10	10	38	1	0	6	4	318
582	0	2	1	23	28	28	46	0	0	4	0	471
583	0	7	1	15	31	31	1	6	3	7	0	421
584	0	8	2	14	5	5	1	1	3	0	2	153
585	0	0	5	1	41	41	9	1	4	5	1	52
586	0	4	4	3	26	26	41	7	2	7	0	38
587	0	1	3	2	19	19	94	5	1	4	0	139
588	0	6	4	3	44	44	84	6	3	3	0	113
589	0	7	5	18	46	46	135	0	4	6	5	267
590	0	9	4	16	36	36	90	1	7	7	7	186
591	0	0	0	19	14	14	74	1	0	7	1	757
592	0	5	2	6	39	39	105	0	3	0	3	708
593	0	8	4	9	16	16	78	4	5	0	7	704
594	0	3	2	10	21	21	7	1	5	7	7	818
595	0	10	3	1	41	41	123	1	5	7	6	762
596	0	8	0	1	33	33	80	6	3	5	0	69
597	0	10	4	4	17	17	86	5	2	6	0	611
598	0	0	2	3	19	19	80	7	6	1	0	245
599	0	4	1	11	28	28	55	6	1	5	0	798
600	0	7	4	6	5	5	129	0	2	3	5	497
601	0	1	4	23	33	33	83	1	2	3	0	472
602	0	4	0	12	45	45	29	0	1	5	7	49
603	0	9	2	3	33	33	79	0	3	5	3	199
604	0	10	0	9	17	17	81	5	4	2	0	282
605	0	1	1	3	0	0	143	6	5	5	0	146
606	0	1	2	22	18	18	62	1	5	7	0	135
607	0	6	0	0	30	30	12	0	1	6	6	185
608	0	5	2	22	38	38	114	6	5	3	0	775
609	0	11	3	24	29	29	33	0	1	7	4	702
610	0	3	1	20	45	45	120	1	4	5	6	189
611	0	7	0	22	42	42	83	5	1	7	0	361
612	0	9	4	15	29	29	72	4	2	1	25	733
613	0	8	3	3	20	20	18	4	6	6	15	637
614	0	1	2	7	35	35	123	5	3	6	0	582
615	0	10	5	10	34	34	60	1	1	7	1	608
616	0	7	1	19	29	29	142	0	4	6	1	614
617	0	7	5	3	43	43	97	4	0	1	13	144
618	0	2	3	18	40	40	37	7	4	6	0	202
619	0	10	2	6	43	43	76	6	6	5	0	598
620	0	4	0	0	39	39	103	1	5	0	0	722
621	0	3	3	17	22	22	72	0	6	5	6	417
622	0	2	3	12	27	27	54	7	2	3	0	370
623	0	0	0	13	9	9	32	1	0	2	7	675
624	0	6	3	13	8	8	35	7	6	2	0	523
625	0	3	1	13	35	35	98	4	6	0	31	750
626	0	8	4	7	45	45	68	5	5	0	0	583
627	0	7	5	15	45	45	28	6	1	2	0	478
628	0	7	5	16	5	5	22	1	1	4	0	353
629	0	7	4	17	0	0	116	6	5	6	0	819
630	0	9	5	9	18	18	9	7	4	4	0	646
631	0	4	5	15	37	37	13	7	0	4	0	86
632	0	2	4	4	32	32	71	4	4	4	16	16
633	0	11	1	23	7	7	44	6	7	5	0	269
634	0	0	2	22	15	15	46	6	1	2	0	509
635	0	7	5	24	26	26	60	7	2	3	0	57
636	0	7	3	20	16	16	13	1	7	4	7	766
637	0	11	3	24	34	34	97	7	7	4	0	545
638	0	10	2	13	0	0	114	5	0	1	0	444
639	0	4	0	19	41	41	85	4	4	6	29	793
640	0	5	5	21	47	47	49	6	2	5	0	690
641	0	8	0	0	4	4	105	0	7	5	3	744
642	0	9	0	9	16	16	8	0	0	3	1	727
643	0	10	5	3	5	5	33	5	2	1	0	261
644	0	7	2	9	29	29	19	7	6	5	0	167
645	0	6	2	24	4	4	15	5	0	4	0	184
646	0	6	1	14	4	4	51	6	7	1	0	555
647	0	11	2	24	27	27	27	5	1	0	0	74
648	0	7	1	18	46	46	114	0	0	0	6	274
649	0	0	4	4	44	44	100	6	7	7	0	415
650	0	6	5	23	4	4	57	0	7	1	5	343
651	0	10	0	21	19	19	14	7	5	5	0	472
652	0	8	0	24	18	18	51	1	6	3	4	714
653	0	1	5	12	6	6	91	5	7	3	0	38
654	0	6	0	6	1	1	61	5	4	7	0	18
655	0	0	3	1	21	21	86	7	1	3	0	696
656	0	0	5	17	9	9	59	0	2	7	0	484
657	0	2	5	19	2	2	33	0	0	4	1	469
658	0	1	3	19	10	10	16	0	3	1	3	438
659	0	1	5	10	47	47	102	4	2	5	13	784
660	0	1	2	1	37	37	85	0	2	6	2	715
661	0	9	0	11	35	35	112	1	2	1	6	798
662	0	0	1	5	1	1	20	0	1	4	6	712
663	0	2	5	24	30	30	32	1	4	7	6	246
664	0	2	5	5	39	39	9	6	7	1	0	358
665	0	1	4	13	0	0	60	1	1	5	3	477
666	0	0	1	24	40	40	53	4	1	2	30	511
667	0	10	2	5	10	10	11	0	4	3	6	259
668	0	11	0	10	39	39	11	0	2	2	0	498
669	0	7	4	16	7	7	60	7	5	6	0	767
670	0	3	0	21	20	20	28	4	3	6	12	386
671	0	6	1	7	4	4	124	0	3	7	2	398
672	0	5	2	11	8	8	49	7	3	5	0	34
673	0	1	3	22	36	36	71	1	7	6	2	780
674	0	9	1	10	14	14	40	7	3	1	0	536
675	0	4	0	15	13	13	121	5	6	3	0	337
676	0	0	3	13	37	37	38	6	0	0	0	753
677	0	6	3	24	32	32	108	6	1	7	0	248
678	0	2	2	2	35	35	104	1	4	3	1	18
679	0	7	4	15	42	42	41	7	0	7	0	792
680	0	10	3	4	45	45	47	4	0	1	24	709
681	0	4	5	10	33	33	75	5	3	1	0	755
682	0	1	3	1	32	32	93	0	5	7	0	376
683	0	1	4	11	11	11	143	7	3	2	0	246
684	0	9	5	17	7	7	122	7	3	3	0	363
685	0	0	0	8	32	32	108	4	5	5	28	499
686	0	8	5	16	33	33	120	7	4	7	0	821
687	0	1	0	21	44	44	48	5	6	2	0	80
688	0	2	3	3	10	10	28	7	2	3	0	302
689	0	5	3	13	43	43	33	5	7	0	0	195
690	0	5	3	2	1	1	133	7	5	5	0	609
691	0	7	2	21	44	44	140	5	2	4	0	810
692	0	0	1	8	14	14	95	4	5	4	29	172
693	0	2	1	19	10	10	137	4	2	2	15	121
694	0	4	2	1	20	20	32	5	2	3	0	683
695	0	8	1	10	22	22	95	5	4	1	0	416
696	0	0	5	15	9	9	81	1	5	4	7	298
697	0	11	3	24	36	36	37	6	5	1	0	43
698	0	0	3	4	43	43	29	4	3	7	22	96
699	0	8	1	10	3	3	49	6	4	3	0	87
700	0	6	1	17	28	28	22	6	7	5	0	684
701	0	6	2	11	25	25	109	4	0	4	22	361
702	0	11	3	9	28	28	22	1	6	7	4	169
703	0	9	4	23	27	27	106	1	1	2	3	312
704	0	6	0	15	33	33	16	6	0	6	0	426
705	0	2	3	5	35	35	35	1	4	7	0	311
706	0	7	1	18	19	19	143	7	0	0	0	270
707	0	10	5	9	40	40	120	0	4	6	2	505
708	0	4	3	22	41	41	7	0	1	5	7	581
709	0	1	2	13	16	16	121	7	0	4	0	597
710	0	2	2	1	9	9	118	7	2	0	0	371
711	0	4	4	13	40	40	12	4	1	3	11	785
712	0	5	5	3	38	38	139	4	4	4	23	100
713	0	2	4	17	37	37	36	0	4	5	7	423
714	0	8	1	10	10	10	55	1	3	1	6	473
715	0	5	2	2	7	7	4	5	5	2	0	613
716	0	11	0	16	21	21	77	0	3	2	2	706
717	0	1	3	7	19	19	53	1	1	1	0	795
718	0	0	5	15	27	27	50	0	0	7	1	261
719	0	1	4	1	4	4	2	0	3	3	2	688
720	0	4	4	11	1	1	37	7	5	5	0	514
721	0	9	0	24	46	46	61	6	1	0	0	734
722	0	11	0	6	18	18	137	0	3	7	5	716
723	0	5	3	18	11	11	27	1	6	3	3	419
724	0	8	1	3	20	20	119	0	7	5	4	572
725	0	1	3	23	2	2	83	5	4	7	0	705
726	0	6	1	14	14	14	104	4	1	7	23	185
727	0	7	4	0	43	43	26	5	1	1	0	406
728	0	2	0	12	44	44	26	7	5	3	0	207
729	0	11	3	19	25	25	59	5	4	4	0	366
730	0	8	2	15	42	42	103	5	2	7	0	127
731	0	2	0	8	31	31	59	7	1	0	0	512
732	0	10	2	21	1	1	97	6	2	4	0	780
733	0	3	2	2	42	42	126	5	7	7	0	557
734	0	6	0	10	34	34	4	0	6	7	5	387
735	0	8	5	14	29	29	8	1	4	2	7	443
736	0	1	4	4	19	19	99	5	7	7	0	577
737	0	7	4	5	32	32	100	4	6	5	18	330
738	0	5	2	1	1	1	11	1	0	5	6	101
739	0	0	5	13	22	22	105	4	3	3	15	665
740	0	1	2	9	37	37	16	4	2	0	20	40
741	0	4	0	14	42	42	131	5	7	0	0	388
742	0	1	5	18	24	24	25	5	3	5	0	516
743	0	4	2	24	42	42	42	6	6	3	0	652
744	0	0	2	2	34	34	73	4	6	3	5	736
745	0	1	4	18	6	6	86	4	7	6	13	357
746	0	6	5	2	41	41	129	4	5	3	26	413
747	0	8	1	8	39	39	116	7	0	2	0	220
748	0	8	4	21	47	47	68	7	6	0	0	375
749	0	10	2	14	9	9	38	7	6	6	0	67
750	0	10	1	20	13	13	68	4	4	3	25	246
751	0	4	3	3	9	9	7	1	7	6	6	664
752	0	0	2	1	12	12	69	1	4	2	0	741
753	0	9	2	15	1	1	21	4	1	6	23	689
754	0	1	4	21	5	5	35	1	1	4	7	94
755	0	9	5	7	38	38	80	4	6	3	27	225
756	0	7	3	4	6	6	54	4	4	0	31	548
757	0	6	3	11	44	44	81	6	3	4	0	373
758	0	10	4	15	45	45	78	0	0	0	3	261
759	0	1	4	17	24	24	92	7	3	7	0	10
760	0	4	1	12	16	16	23	1	2	7	5	787
761	0	7	3	20	26	26	70	0	6	5	6	104
762	0	5	3	5	44	44	129	0	5	7	0	782
763	0	7	5	1	41	41	47	7	2	0	0	206
764	0	2	1	20	19	19	21	0	2	6	5	464
765	0	10	4	15	47	47	66	1	5	4	3	88
766	0	9	1	13	23	23	100	5	0	0	0	93
767	0	6	4	14	12	12	43	0	6	4	2	93
768	0	11	4	11	10	10	30	0	6	7	7	123
769	0	4	5	7	45	45	48	4	7	6	8	443
770	0	10	1	6	38	38	72	7	6	2	0	813
771	0	9	3	4	1	1	67	1	3	5	7	89
772	0	6	5	0	30	30	82	7	3	6	0	755
773	0	0	0	19	16	16	24	6	5	3	0	364
774	0	4	4	19	42	42	11	0	6	4	6	689
775	0	2	2	11	8	8	10	6	2	7	0	481
776	0	2	2	4	5	5	135	5	1	5	0	132
777	0	4	2	15	17	17	92	5	4	5	0	170
778	0	10	5	10	47	47	38	6	7	0	0	154
779	0	4	1	1	14	14	9	5	7	6	0	508
780	0	7	3	1	28	28	143	5	1	2	0	359
781	0	11	4	2	13	13	46	1	4	3	0	540
782	0	3	3	24	36	36	106	0	1	5	0	293
783	0	9	0	21	43	43	100	4	5	2	1	85
784	0	10	2	14	45	45	122	5	0	5	0	673
785	0	0	5	19	28	28	33	1	4	5	0	763
786	0	6	2	2	35	35	97	0	2	3	6	93
787	0	4	5	0	13	13	99	5	2	1	0	504
788	0	10	0	13	47	47	33	4	5	3	31	458
789	0	6	2	12	30	30	108	0	2	6	6	97
790	0	3	5	1	32	32	118	7	2	7	0	299
791	0	2	1	14	27	27	122	4	4	3	27	304
792	0	8	0	18	3	3	19	0	6	6	1	477
793	0	4	4	21	46	46	64	4	1	0	7	760
794	0	0	0	21	29	29	46	5	6	4	0	603
795	0	4	2	23	29	29	115	6	2	3	0	82
796	0	8	0	23	38	38	27	5	0	6	0	15
797	0	6	5	5	41	41	117	7	7	4	0	709
798	0	1	1	21	44	44	101	4	2	0	12	116
799	0	7	5	0	44	44	6	1	2	3	6	643
800	0	2	3	17	12	12	77	5	6	0	0	172
801	0	7	0	4	47	47	113	5	7	3	0	303
802	0	1	5	18	25	25	85	0	6	6	7	756
803	0	0	3	18	38	38	141	4	6	7	31	239
804	0	9	2	22	3	3	4	5	1	4	0	486
805	0	11	3	3	31	31	88	5	0	2	0	745
806	0	8	1	6	30	30	112	1	5	7	2	302
807	0	10	5	23	45	45	106	7	5	7	0	638
808	0	7	1	6	18	18	22	7	2	3	0	622
809	0	3	1	15	6	6	126	4	0	0	22	269
810	0	0	0	11	43	43	44	6	5	6	0	634
811	0	4	2	7	7	7	57	5	5	0	0	156
812	0	0	3	22	32	32	26	7	7	1	0	802
813	0	8	0	19	39	39	143	0	2	1	3	372
814	0	7	5	5	46	46	113	6	1	2	0	344
815	0	0	1	4	7	7	112	5	7	5	0	519
816	0	6	2	5	5	5	95	7	3	2	0	808
817	0	7	4	7	8	8	105	5	5	0	0	151
818	0	1	2	24	0	0	132	0	5	6	2	446
819	0	0	5	1	25	25	38	6	4	6	0	699
820	0	0	2	22	35	35	80	4	2	6	28	661
821	0	5	5	6	34	34	113	7	6	3	0	88
822	0	11	5	1	34	34	99	7	2	4	0	97
823	0	10	1	16	35	35	133	4	0	0	16	249
824	0	1	5	24	19	19	108	6	0	5	0	644
825	0	1	3	16	22	22	12	7	4	0	0	349
826	0	3	2	7	47	47	136	6	4	4	0	733
827	0	5	4	12	33	33	63	0	3	5	7	102
828	0	1	0	4	45	45	105	0	6	2	7	221
829	0	9	4	14	4	4	134	5	6	4	0	653
830	0	6	1	13	28	28	125	7	2	2	0	730
831	0	1	5	14	8	8	131	6	3	7	0	35
832	0	9	3	23	10	10	94	0	1	1	5	587
833	0	5	2	9	2	2	39	0	5	4	4	499
834	0	4	2	0	9	9	107	0	3	2	7	4
835	0	6	3	3	35	35	17	0	4	7	5	802
836	0	8	5	12	30	30	33	1	7	7	7	154
837	0	3	3	23	20	20	104	5	5	0	0	755
838	0	0	4	8	41	41	42	7	4	1	0	199
839	0	8	1	19	34	34	13	6	7	0	0	676
840	0	3	5	17	11	11	70	1	7	1	5	413
841	0	6	1	18	2	2	5	4	6	0	20	393
842	0	2	2	8	5	5	25	6	2	2	0	788
843	0	2	0	2	9	9	104	7	5	2	0	732
844	0	2	3	1	19	19	25	4	5	4	24	125
845	0	8	4	1	12	12	60	5	6	1	0	64
846	0	7	0	10	29	29	104	0	6	3	0	277
847	0	8	5	17	37	37	25	1	2	4	6	458
848	0	5	4	2	40	40	52	1	2	3	6	570
849	0	4	5	14	2	2	118	6	2	0	0	495
850	0	10	1	8	38	38	97	4	4	0	10	758
851	0	6	5	17	36	36	76	0	1	2	4	444
852	0	5	5	6	39	39	81	7	4	7	0	253
853	0	9	2	21	20	20	53	5	0	2	0	625
854	0	8	5	15	0	0	44	5	7	6	0	808
855	0	10	3	20	41	41	137	0	1	5	6	617
856	0	7	2	11	24	24	2	0	3	7	0	228
857	0	1	4	23	1	1	91	1	4	3	3	507
858	0	11	4	11	2	2	126	7	3	0	0	655
859	0	2	4	12	7	7	128	5	3	2	0	604
860	0	9	1	4	47	47	32	4	4	3	1	711
861	0	8	3	21	34	34	64	7	0	6	0	332
862	0	8	3	13	26	26	31	7	7	5	0	740
863	0	7	2	7	3	3	107	6	0	6	0	344
864	0	6	0	2	36	36	57	7	3	3	0	339
865	0	7	3	9	4	4	24	0	0	5	4	255
866	0	5	4	3	30	30	87	0	3	1	7	784
867	0	0	0	3	40	40	31	0	6	5	1	803
868	0	9	5	4	3	3	14	4	6	1	6	695
869	0	6	0	1	35	35	75	5	6	3	0	466
870	0	10	5	12	29	29	25	4	0	7	21	603
871	0	11	0	6	6	6	3	6	3	2	0	365
872	0	3	1	13	30	30	113	1	0	0	2	321
873	0	9	4	18	27	27	91	4	2	2	30	318
874	0	8	4	19	21	21	94	0	2	0	3	521
875	0	3	5	17	3	3	88	1	3	1	5	195
876	0	11	2	21	30	30	119	6	5	4	0	338
877	0	3	0	5	6	6	10	5	3	3	0	640
878	0	6	1	6	15	15	84	7	6	2	0	373
879	0	1	1	0	4	4	7	6	4	7	0	648
880	0	3	2	18	23	23	7	1	2	3	4	738
881	0	3	0	5	21	21	62	1	2	4	1	23
882	0	3	2	21	8	8	28	4	7	3	23	383
883	0	1	0	21	10	10	111	7	2	2	0	198
884	0	9	3	17	24	24	95	4	3	0	12	550
885	0	10	2	9	9	9	63	0	2	7	3	746
886	0	8	3	2	30	30	16	1	5	7	7	185
887	0	7	5	10	45	45	134	7	7	7	0	597
888	0	3	1	12	40	40	9	1	7	3	6	225
889	0	4	4	9	27	27	40	4	1	2	5	304
890	0	0	3	14	33	33	58	6	5	6	0	480
891	0	4	3	13	26	26	127	4	0	2	28	241
892	0	4	4	8	41	41	91	0	1	4	3	102
893	0	3	2	3	4	4	9	6	3	5	0	311
894	0	9	1	23	43	43	48	7	4	0	0	290
895	0	10	4	11	25	25	3	5	2	6	0	234
896	0	8	4	23	47	47	121	1	7	7	5	812
897	0	6	1	2	20	20	109	7	7	7	0	385
898	0	0	3	4	36	36	78	7	5	5	0	431
899	0	5	4	13	43	43	137	4	0	0	8	159
900	0	3	3	10	36	36	100	5	1	6	0	488
901	0	4	0	3	21	21	115	7	2	1	0	34
902	0	3	0	22	38	38	6	1	6	4	3	240
903	0	0	2	9	42	42	17	5	0	2	0	422
904	0	6	3	12	10	10	33	6	1	6	0	135
905	0	9	4	6	19	19	121	1	4	3	7	284
906	0	6	4	6	0	0	114	0	3	5	7	473
907	0	10	3	14	36	36	23	4	5	4	25	629
908	0	11	3	5	26	26	45	6	7	6	0	717
909	0	2	2	18	6	6	11	1	4	1	3	507
910	0	1	4	13	35	35	94	0	5	6	7	170
911	0	0	0	8	13	13	11	5	7	6	0	765
912	0	4	0	12	12	12	9	0	2	5	7	498
913	0	3	5	14	4	4	140	7	7	2	0	287
914	0	4	0	5	10	10	25	1	6	2	1	689
915	0	7	2	24	0	0	69	1	2	3	0	693
916	0	8	5	17	13	13	12	7	1	6	0	456
917	0	3	1	1	38	38	12	5	5	3	0	95
918	0	3	5	0	26	26	3	4	1	3	6	818
919	0	6	4	21	10	10	42	0	1	5	5	577
920	0	6	3	20	12	12	53	6	1	3	0	110
921	0	10	2	11	20	20	3	5	0	6	0	471
922	0	9	2	7	4	4	71	7	0	1	0	422
923	0	8	4	9	38	38	26	7	2	4	0	616
924	0	11	1	10	40	40	99	7	5	2	0	684
925	0	9	3	15	4	4	4	6	6	3	0	240
926	0	11	3	0	39	39	79	1	3	1	0	142
927	0	6	1	11	31	31	51	1	0	3	7	758
928	0	0	4	10	8	8	81	7	6	4	0	236
929	0	8	0	23	21	21	62	1	3	3	6	535
930	0	7	0	10	11	11	1	0	3	0	2	211
931	0	3	4	4	5	5	140	1	1	6	7	320
932	0	2	4	5	46	46	62	5	3	4	0	592
933	0	1	2	14	40	40	69	5	6	6	0	484
934	0	7	0	14	27	27	110	1	6	6	1	779
935	0	11	1	9	38	38	39	6	4	6	0	315
936	0	7	0	14	18	18	143	6	5	2	0	202
937	0	11	5	4	12	12	3	6	5	7	0	427
938	0	4	5	12	47	47	98	5	1	6	0	129
939	0	4	5	12	36	36	49	5	5	7	0	715
940	0	3	1	1	41	41	108	7	7	0	0	648
941	0	9	3	22	43	43	37	4	2	4	15	618
942	0	1	5	18	42	42	3	0	6	6	1	532
943	0	11	2	6	27	27	109	4	6	4	26	772
944	0	4	5	23	5	5	88	1	3	6	4	8
945	0	11	3	5	31	31	24	0	6	4	6	176
946	0	7	1	5	23	23	34	1	1	7	3	192
947	0	4	3	6	3	3	46	1	7	1	2	83
948	0	1	2	9	5	5	31	4	0	3	30	498
949	0	0	5	21	6	6	15	4	0	1	13	536
950	0	7	3	0	24	24	133	4	5	6	21	381
951	0	10	3	21	21	21	61	4	6	0	22	340
952	0	2	0	3	0	0	102	7	1	4	0	379
953	0	6	5	14	39	39	121	6	3	0	0	19
954	0	7	1	20	23	23	83	7	7	6	0	358
955	0	6	2	13	30	30	25	7	3	2	0	132
956	0	2	3	15	5	5	140	5	1	7	0	251
957	0	6	5	6	10	10	22	0	0	2	5	394
958	0	7	5	24	17	17	65	7	1	2	0	94
959	0	5	3	22	21	21	16	7	6	6	0	230
960	0	1	2	8	7	7	22	0	3	1	5	132
961	0	0	4	10	24	24	0	4	3	6	27	329
962	0	10	4	24	23	23	32	6	3	1	0	11
963	0	3	3	17	29	29	37	4	7	2	18	151
964	0	5	2	23	42	42	8	6	1	4	0	648
965	0	5	1	6	31	31	96	0	3	3	0	796
966	0	10	1	5	31	31	100	4	0	6	21	434
967	0	1	4	21	30	30	100	5	4	4	0	719
968	0	9	0	17	25	25	33	4	4	7	10	593
969	0	2	1	4	28	28	123	4	3	3	0	372
970	0	6	5	23	36	36	37	5	2	0	0	366
971	0	10	2	15	11	11	30	6	6	2	0	252
972	0	4	5	1	7	7	101	5	2	6	0	798
973	0	10	3	14	41	41	70	7	5	0	0	121
974	0	0	4	2	7	7	130	1	7	4	1	815
975	0	11	3	18	11	11	123	7	4	2	0	335
976	0	11	0	2	45	45	47	5	6	7	0	533
977	0	10	0	18	34	34	31	1	2	2	0	570
978	0	9	1	14	20	20	10	1	2	1	4	773
979	0	5	4	1	5	5	129	4	2	6	0	256
980	0	8	3	9	2	2	75	7	2	7	0	537
981	0	11	0	11	38	38	130	1	0	3	0	194
982	0	8	1	4	19	19	34	6	5	4	0	748
983	0	4	3	19	27	27	140	4	2	6	29	87
984	0	3	0	8	43	43	36	6	4	3	0	579
985	0	2	2	21	41	41	41	5	6	6	0	620
986	0	1	5	7	4	4	31	6	6	1	0	657
987	0	3	2	2	23	23	69	1	0	1	6	229
988	0	11	2	12	6	6	44	6	7	1	0	719
989	0	1	0	18	18	18	69	6	2	5	0	187
990	0	9	3	11	47	47	136	6	7	2	0	11
991	0	2	1	21	32	32	39	7	6	4	0	744
992	0	9	3	20	23	23	63	7	7	2	0	364
993	0	8	5	14	32	32	70	5	3	4	0	314
994	0	11	1	13	20	20	20	0	1	2	0	88
995	0	6	5	23	18	18	126	0	2	7	7	529
996	0	0	4	21	43	43	31	5	3	0	0	721
997	0	10	4	17	47	47	62	7	0	7	0	692
998	0	5	1	24	33	33	44	0	5	0	6	509
999	0	10	1	12	10	10	28	4	1	4	19	496
1000	0	10	4	9	16	16	0	7	6	3	0	660
1001	0	5	0	16	2	2	124	0	7	5	4	364
1002	0	5	0	3	0	0	47	5	1	6	0	204
1003	0	1	3	2	33	33	39	5	0	2	0	233
1004	0	6	1	15	25	25	76	4	4	1	28	674
1005	0	6	0	14	10	10	90	7	5	3	0	196
1006	0	11	2	9	2	2	101	5	0	2	0	492
1007	0	8	3	21	17	17	107	5	2	5	0	515
1008	0	1	0	23	47	47	33	0	2	2	5	514
1009	0	5	3	0	43	43	13	7	0	6	0	298
1010	0	9	1	9	31	31	109	1	2	3	4	787
1011	0	6	1	3	16	16	63	7	7	1	0	195
1012	0	1	1	18	40	40	38	1	6	0	4	198
1013	0	0	3	4	27	27	51	0	6	4	3	229
1014	0	6	5	10	27	27	15	6	0	4	0	277
1015	0	5	0	11	17	17	107	1	2	0	0	55
1016	0	7	2	21	47	47	54	4	1	6	11	260
1017	0	1	5	15	23	23	77	0	0	2	5	371
1018	0	5	1	23	23	23	135	6	4	3	0	91
1019	0	9	5	3	8	8	30	0	3	3	7	103
1020	0	11	3	2	34	34	87	4	3	2	2	132
1021	0	5	2	6	26	26	64	6	7	1	0	71
1022	0	2	4	15	26	26	128	0	4	2	4	48
1023	0	6	3	18	3	3	48	7	1	2	0	770
1024	0	9	2	16	24	24	99	5	3	2	0	165
1025	0	7	4	18	13	13	2	6	4	4	0	305
1026	0	3	0	22	17	17	30	1	3	4	0	656
1027	0	10	1	4	17	17	69	0	3	1	0	666
1028	0	1	5	11	40	40	94	4	4	2	26	628
1029	0	3	5	9	20	20	2	4	4	2	16	18
1030	0	11	5	17	42	42	27	7	6	4	0	454
1031	0	10	3	7	20	20	52	6	2	7	0	749
1032	0	1	3	23	27	27	37	5	2	7	0	182
1033	0	4	0	6	36	36	46	7	4	2	0	405
1034	0	1	3	21	38	38	17	1	3	7	6	104
1035	0	1	3	23	33	33	3	6	6	0	0	15
1036	0	1	2	24	41	41	33	1	2	0	0	812
1037	0	1	1	3	34	34	86	7	2	7	0	169
1038	0	0	4	9	21	21	39	1	4	1	0	47
1039	0	6	1	3	34	34	26	6	0	3	0	234
1040	0	4	1	13	24	24	90	7	6	1	0	175
1041	0	1	4	3	14	14	72	4	5	1	23	88
1042	0	8	2	1	38	38	45	5	2	6	0	685
1043	0	1	2	21	19	19	73	4	7	5	16	730
1044	0	2	3	2	0	0	37	4	7	7	4	117
1045	0	1	2	18	27	27	71	1	2	2	6	363
1046	0	6	4	10	31	31	123	7	5	2	0	394
1047	0	7	4	13	35	35	137	6	3	6	0	596
1048	0	1	1	22	26	26	56	7	5	0	0	19
1049	0	0	2	11	35	35	34	0	5	2	4	473
1050	0	3	0	4	35	35	62	1	2	1	2	388
1051	0	0	5	23	1	1	108	4	1	1	30	610
1052	0	1	1	5	1	1	93	1	1	0	6	155
1053	0	8	5	24	11	11	35	7	4	7	0	741
1054	0	1	1	10	28	28	3	4	0	0	11	517
1055	0	7	4	5	0	0	108	7	4	4	0	435
1056	0	2	5	5	17	17	133	5	3	6	0	226
1057	0	1	5	12	11	11	143	6	7	7	0	670
1058	0	5	5	20	25	25	42	0	6	3	4	113
1059	0	3	2	3	4	4	85	0	2	1	1	218
1060	0	3	5	19	0	0	48	6	0	3	0	89
1061	0	0	2	18	36	36	123	0	1	4	0	367
1062	0	5	3	24	18	18	128	1	5	2	1	341
1063	0	2	0	13	47	47	25	6	6	7	0	299
1064	0	10	0	5	9	9	118	0	3	3	2	789
1065	0	9	5	22	10	10	132	7	5	7	0	349
1066	0	11	5	9	23	23	110	0	6	3	3	627
